1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	7
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	7
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	1
145	0
146	4
147	1
148	1
149	1
150	1
151	1
152	4
153	1
154	1
155	1
156	1
157	1
158	4
159	1
160	1
161	1
162	1
163	4
164	1
165	1
166	1
167	1
168	1
169	1
170	1
171	1
172	1
173	1
174	1
175	4
176	1
177	4
178	1
179	4
180	0
181	1
182	1
183	1
184	0
185	4
186	1
187	1
188	1
189	1
190	1
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	1
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	4
212	1
213	1
214	1
215	1
216	1
217	1
218	7
219	1
220	1
221	7
222	2
223	6
224	1
225	4
226	4
227	4
228	4
229	4
230	4
231	4
232	4
233	4
234	1
235	1
236	4
237	4
238	4
239	4
240	1
241	1
242	2
243	4
244	4
245	4
246	1
247	4
248	1
249	4
250	4
251	4
252	1
253	4
254	4
255	1
256	4
257	4
258	7
259	4
260	5
261	5
262	5
263	0
264	5
265	7
266	5
267	5
268	5
269	5
270	5
271	5
272	5
273	5
274	7
275	1
276	5
277	5
278	5
279	7
280	6
281	6
282	6
283	6
284	6
285	7
286	7
287	7
288	7
289	7
290	7
291	7
292	7
293	7
294	7
295	7
296	7
297	7
298	7
299	7
300	7
301	0
302	7
303	0
304	7
305	7
306	7
307	7
308	7
309	7
310	7
311	4
312	7
313	7
314	7
315	1
316	7
317	7
318	7
319	7
320	7
321	7
322	7
323	7
324	7
325	7
326	0
327	7
328	7
329	7
330	5
331	0
332	4
333	7
334	7
335	7
336	7
